"GEO","CITY","PROVINCE","CDUID","YEAR","POPULATION"
"Therese-De Blainville, Quebec","Therese-De Blainville","Quebec","2473","2017",159474
"Thompson-Nicola, British Columbia","Thompson-Nicola","British Columbia","5933","2017",140629
"Thunder Bay, Ontario","Thunder Bay","Ontario","3558","2017",150722
"Timiskaming, Ontario","Timiskaming","Ontario","3554","2017",33003
"Toronto, Ontario","Toronto","Ontario","3520","2017",2862662
"Vaudreuil-Soulanges, Quebec","Vaudreuil-Soulanges","Quebec","2471","2017",152689
"Victoria, New Brunswick","Victoria","New Brunswick","1312","2017",18723
"Victoria, Nova Scotia","Victoria","Nova Scotia","1218","2017",7153
"Waterloo, Ontario","Waterloo","Ontario","3530","2017",564985
"Wellington, Ontario","Wellington","Ontario","3523","2017",233527
"Westmorland, New Brunswick","Westmorland","New Brunswick","1307","2017",155498
"Yarmouth, Nova Scotia","Yarmouth","Nova Scotia","1202","2017",24867
"York, New Brunswick","York","New Brunswick","1310","2017",103573
"York, Ontario","York","Ontario","3519","2017",1149236
"Yukon, Yukon","Yukon","Yukon","6001","2017",39669
"Abitibi-Ouest, Quebec","Abitibi-Ouest","Quebec","2487","2018",20595
"Abitibi, Quebec","Abitibi","Quebec","2488","2018",24803
"Acton, Quebec","Acton","Quebec","2448","2018",15638
"Alberni-Clayoquot, British Columbia","Alberni-Clayoquot","British Columbia","5923","2018",32978
"Albert, New Brunswick","Albert","New Brunswick","1306","2018",29875
"Algoma, Ontario","Algoma","Ontario","3557","2018",117414
"Annapolis, Nova Scotia","Annapolis","Nova Scotia","1205","2018",21352
"Antigonish, Nova Scotia","Antigonish","Nova Scotia","1214","2018",19743
"Antoine-Labelle, Quebec","Antoine-Labelle","Quebec","2479","2018",35499
"Argenteuil, Quebec","Argenteuil","Quebec","2476","2018",32978
"Arthabaska, Quebec","Arthabaska","Quebec","2439","2018",73591
"Avignon, Quebec","Avignon","Quebec","2406","2018",14706
"Baffin, Nunavut","Baffin","Nunavut","6204","2018",20177
"Beauce-Sartigan, Quebec","Beauce-Sartigan","Quebec","2429","2018",53401
"Beauharnois-Salaberry, Quebec","Beauharnois-Salaberry","Quebec","2470","2018",66045
"Becancour, Quebec","Becancour","Quebec","2438","2018",20557
"Bellechasse, Quebec","Bellechasse","Quebec","2419","2018",37527
"Bonaventure, Quebec","Bonaventure","Quebec","2405","2018",17570
"Brant, Ontario","Brant","Ontario","3529","2018",148102
"Brome-Missisquoi, Quebec","Brome-Missisquoi","Quebec","2446","2018",60440
"Bruce, Ontario","Bruce","Ontario","3541","2018",72069
"Bulkley-Nechako, British Columbia","Bulkley-Nechako","British Columbia","5951","2018",39496
"Cape Breton, Nova Scotia","Cape Breton","Nova Scotia","1217","2018",99564
"Capital, British Columbia","Capital","British Columbia","5917","2018",413016
"Cariboo, British Columbia","Cariboo","British Columbia","5941","2018",65146
"Carleton, New Brunswick","Carleton","New Brunswick","1311","2018",26618
"Central Coast, British Columbia","Central Coast","British Columbia","5945","2018",3548
"Central Kootenay, British Columbia","Central Kootenay","British Columbia","5903","2018",62992
"Central Okanagan, British Columbia","Central Okanagan","British Columbia","5935","2018",213831
"Charlevoix-Est, Quebec","Charlevoix-Est","Quebec","2415","2018",15360
"Charlevoix, Quebec","Charlevoix","Quebec","2416","2018",12911
"Charlotte, New Brunswick","Charlotte","New Brunswick","1302","2018",25933
"Chatham-Kent, Ontario","Chatham-Kent","Ontario","3536","2018",105756
"Coaticook, Quebec","Coaticook","Quebec","2444","2018",18572
"Cochrane, Ontario","Cochrane","Ontario","3556","2018",80519
"Colchester, Nova Scotia","Colchester","Nova Scotia","1210","2018",51530
"Columbia-Shuswap, British Columbia","Columbia-Shuswap","British Columbia","5939","2018",55270
"Comox Valley, British Columbia","Comox Valley","British Columbia","5926","2018",71526
"Cowichan Valley, British Columbia","Cowichan Valley","British Columbia","5919","2018",89475
"Cumberland, Nova Scotia","Cumberland","Nova Scotia","1211","2018",30300
"D'Autray, Quebec","D'Autray","Quebec","2452","2018",43140
"Deux-Montagnes, Quebec","Deux-Montagnes","Quebec","2472","2018",102636
"Digby, Nova Scotia","Digby","Nova Scotia","1203","2018",17437
"Division No. 1, Alberta","Division No. 1","Alberta","4801","2018",85201
"Division No. 1, Manitoba","Division No. 1","Manitoba","4601","2018",18590
"Division No. 1, Newfoundland and Labrador","Division No. 1","Newfoundland and Labrador","1001","2018",276607
"Division No. 1, Saskatchewan","Division No. 1","Saskatchewan","4701","2018",32382
"Division No. 10, Alberta","Division No. 10","Alberta","4810","2018",99371
"Division No. 10, Manitoba","Division No. 10","Manitoba","4610","2018",13054
"Division No. 10, Newfoundland and Labrador","Division No. 10","Newfoundland and Labrador","1010","2018",25019
"Division No. 10, Saskatchewan","Division No. 10","Saskatchewan","4710","2018",16624
"Division No. 11, Alberta","Division No. 11","Alberta","4811","2018",1459678
"Division No. 11, Manitoba","Division No. 11","Manitoba","4611","2018",757046
"Division No. 11, Newfoundland and Labrador","Division No. 11","Newfoundland and Labrador","1011","2018",2676
"Division No. 11, Saskatchewan","Division No. 11","Saskatchewan","4711","2018",330978
"Division No. 12, Alberta","Division No. 12","Alberta","4812","2018",71947
"Division No. 12, Manitoba","Division No. 12","Manitoba","4612","2018",24761
"Division No. 12, Saskatchewan","Division No. 12","Saskatchewan","4712","2018",24598
"Division No. 13, Alberta","Division No. 13","Alberta","4813","2018",71578
"Division No. 13, Manitoba","Division No. 13","Manitoba","4613","2018",50980
"Division No. 13, Saskatchewan","Division No. 13","Saskatchewan","4713","2018",23402
"Division No. 14, Alberta","Division No. 14","Alberta","4814","2018",29743
"Division No. 14, Manitoba","Division No. 14","Manitoba","4614","2018",19424
"Division No. 14, Saskatchewan","Division No. 14","Saskatchewan","4714","2018",36664
"Division No. 15, Alberta","Division No. 15","Alberta","4815","2018",40782
"Division No. 15, Manitoba","Division No. 15","Manitoba","4615","2018",21647
"Division No. 15, Saskatchewan","Division No. 15","Saskatchewan","4715","2018",89390
"Division No. 16, Alberta","Division No. 16","Alberta","4816","2018",75019
"Division No. 16, Manitoba","Division No. 16","Manitoba","4616","2018",9941
"Division No. 16, Saskatchewan","Division No. 16","Saskatchewan","4716","2018",38708
"Division No. 17, Alberta","Division No. 17","Alberta","4817","2018",63215
"Division No. 17, Manitoba","Division No. 17","Manitoba","4617","2018",22328
"Division No. 17, Saskatchewan","Division No. 17","Saskatchewan","4717","2018",49638
"Division No. 18, Alberta","Division No. 18","Alberta","4818","2018",14680
"Division No. 18, Manitoba","Division No. 18","Manitoba","4618","2018",24859
"Division No. 18, Saskatchewan","Division No. 18","Saskatchewan","4718","2018",39102
"Division No. 19, Alberta","Division No. 19","Alberta","4819","2018",126227
"Division No. 19, Manitoba","Division No. 19","Manitoba","4619","2018",17587
"Division No. 2, Alberta","Division No. 2","Alberta","4802","2018",178434
"Division No. 2, Manitoba","Division No. 2","Manitoba","4602","2018",81049
"Division No. 2, Newfoundland and Labrador","Division No. 2","Newfoundland and Labrador","1002","2018",19976
"Division No. 2, Saskatchewan","Division No. 2","Saskatchewan","4702","2018",23362
"Division No. 20, Manitoba","Division No. 20","Manitoba","4620","2018",9785
"Division No. 21, Manitoba","Division No. 21","Manitoba","4621","2018",22472
"Division No. 22, Manitoba","Division No. 22","Manitoba","4622","2018",44457
"Division No. 23, Manitoba","Division No. 23","Manitoba","4623","2018",9605
"Division No. 3, Alberta","Division No. 3","Alberta","4803","2018",40028
"Division No. 3, Manitoba","Division No. 3","Manitoba","4603","2018",58410
"Division No. 3, Newfoundland and Labrador","Division No. 3","Newfoundland and Labrador","1003","2018",15235
"Division No. 3, Saskatchewan","Division No. 3","Saskatchewan","4703","2018",12873
"Division No. 4, Alberta","Division No. 4","Alberta","4804","2018",9686
"Division No. 4, Manitoba","Division No. 4","Manitoba","4604","2018",10283
"Division No. 4, Newfoundland and Labrador","Division No. 4","Newfoundland and Labrador","1004","2018",20233
"Division No. 4, Saskatchewan","Division No. 4","Saskatchewan","4704","2018",11066
"Division No. 5, Alberta","Division No. 5","Alberta","4805","2018",57378
"Division No. 5, Manitoba","Division No. 5","Manitoba","4605","2018",13380
"Division No. 5, Newfoundland and Labrador","Division No. 5","Newfoundland and Labrador","1005","2018",42408
"Division No. 5, Saskatchewan","Division No. 5","Saskatchewan","4705","2018",32368
"Division No. 6, Alberta","Division No. 6","Alberta","4806","2018",1593174
"Division No. 6, Manitoba","Division No. 6","Manitoba","4606","2018",10498
"Division No. 6, Newfoundland and Labrador","Division No. 6","Newfoundland and Labrador","1006","2018",38615
"Division No. 6, Saskatchewan","Division No. 6","Saskatchewan","4706","2018",283462
"Division No. 7, Alberta","Division No. 7","Alberta","4807","2018",41861
"Division No. 7, Manitoba","Division No. 7","Manitoba","4607","2018",72971
"Division No. 7, Newfoundland and Labrador","Division No. 7","Newfoundland and Labrador","1007","2018",33921
"Division No. 7, Saskatchewan","Division No. 7","Saskatchewan","4707","2018",48890
"Division No. 8, Alberta","Division No. 8","Alberta","4808","2018",219107
"Division No. 8, Manitoba","Division No. 8","Manitoba","4608","2018",14390
"Division No. 8, Newfoundland and Labrador","Division No. 8","Newfoundland and Labrador","1008","2018",35417
"Division No. 8, Saskatchewan","Division No. 8","Saskatchewan","4708","2018",31836
"Division No. 9, Alberta","Division No. 9","Alberta","4809","2018",21166
"Division No. 9, Manitoba","Division No. 9","Manitoba","4609","2018",25308
"Division No. 9, Newfoundland and Labrador","Division No. 9","Newfoundland and Labrador","1009","2018",15453
"Division No. 9, Saskatchewan","Division No. 9","Saskatchewan","4709","2018",36424
"Drummond, Quebec","Drummond","Quebec","2449","2018",106181
"Dufferin, Ontario","Dufferin","Ontario","3522","2018",66557
"Durham, Ontario","Durham","Ontario","3518","2018",685455
"East Kootenay, British Columbia","East Kootenay","British Columbia","5901","2018",64142
"Elgin, Ontario","Elgin","Ontario","3534","2018",93532
"Essex, Ontario","Essex","Ontario","3537","2018",421687
"Francheville, Quebec","Francheville","Quebec","2437","2018",155977
"Fraser-Fort George, British Columbia","Fraser-Fort George","British Columbia","5953","2018",101957
"Fraser Valley, British Columbia","Fraser Valley","British Columbia","5909","2018",324988
"Frontenac, Ontario","Frontenac","Ontario","3510","2018",161127
"Gatineau, Quebec","Gatineau","Quebec","2481","2018",283827
"Gloucester, New Brunswick","Gloucester","New Brunswick","1315","2018",79123
"Greater Sudbury, Ontario","Greater Sudbury","Ontario","3553","2018",168221
"Greater Vancouver, British Columbia","Greater Vancouver","British Columbia","5915","2018",2658594
"Grey, Ontario","Grey","Ontario","3542","2018",99096
"Guysborough, Nova Scotia","Guysborough","Nova Scotia","1213","2018",7484
"Haldimand-Norfolk, Ontario","Haldimand-Norfolk","Ontario","3528","2018",118189
"Haliburton, Ontario","Haliburton","Ontario","3546","2018",19130
"Halifax, Nova Scotia","Halifax","Nova Scotia","1209","2018",429888
"Halton, Ontario","Halton","Ontario","3524","2018",584025
"Hamilton, Ontario","Hamilton","Ontario","3525","2018",566144
"Hants, Nova Scotia","Hants","Nova Scotia","1208","2018",43540
"Hastings, Ontario","Hastings","Ontario","3512","2018",143630
"Huron, Ontario","Huron","Ontario","3540","2018",62066
"Inverness, Nova Scotia","Inverness","Nova Scotia","1215","2018",17362
"Joliette, Quebec","Joliette","Quebec","2461","2018",68394
"Kamouraska, Quebec","Kamouraska","Quebec","2414","2018",20951
"Kawartha Lakes, Ontario","Kawartha Lakes","Ontario","3516","2018",79532
"Keewatin, Nunavut","Keewatin","Nunavut","6205","2018",11090
"Kenora, Ontario","Kenora","Ontario","3560","2018",70229
"Kent, New Brunswick","Kent","New Brunswick","1308","2018",31162
"Kings, New Brunswick","Kings","New Brunswick","1305","2018",70373
"Kings, Nova Scotia","Kings","Nova Scotia","1207","2018",62463
"Kings, Prince Edward Island","Kings","Prince Edward Island","1101","2018",17906
"Kitikmeot, Nunavut","Kitikmeot","Nunavut","6208","2018",6876
"Kitimat-Stikine, British Columbia","Kitimat-Stikine","British Columbia","5949","2018",39085
"Kootenay Boundary, British Columbia","Kootenay Boundary","British Columbia","5905","2018",33184
"L'Érable, Quebec","L'Érable","Quebec","2432","2018",23480
"L'Assomption, Quebec","L'Assomption","Quebec","2460","2018",126578
"L'Ile-d'Orleans, Quebec","L'Ile-d'Orleans","Quebec","2420","2018",7604
"L'Islet, Quebec","L'Islet","Quebec","2417","2018",17670
"La Côte-de-Beaupre, Quebec","La Côte-de-Beaupre","Quebec","2421","2018",28923
"La Côte-de-Gaspe, Quebec","La Côte-de-Gaspe","Quebec","2403","2018",17484
"La Haute-Côte-Nord, Quebec","La Haute-Côte-Nord","Quebec","2495","2018",10600
"La Haute-Gaspesie, Quebec","La Haute-Gaspesie","Quebec","2404","2018",11125
"La Haute-Yamaska, Quebec","La Haute-Yamaska","Quebec","2447","2018",90563
"La Jacques-Cartier, Quebec","La Jacques-Cartier","Quebec","2422","2018",45512
"La Matapedia, Quebec","La Matapedia","Quebec","2407","2018",17644
"La Mitis, Quebec","La Mitis","Quebec","2409","2018",18056
"La Nouvelle-Beauce, Quebec","La Nouvelle-Beauce","Quebec","2426","2018",37798
"La Riviere-du-Nord, Quebec","La Riviere-du-Nord","Quebec","2475","2018",134150
"La Tuque, Quebec","La Tuque","Quebec","2490","2018",15086
"La Vallee-de-l'Or, Quebec","La Vallee-de-l'Or","Quebec","2489","2018",43406
"La Vallee-de-la-Gatineau, Quebec","La Vallee-de-la-Gatineau","Quebec","2483","2018",20528
"La Vallee-du-Richelieu, Quebec","La Vallee-du-Richelieu","Quebec","2457","2018",128583
"Lac-Saint-Jean-Est, Quebec","Lac-Saint-Jean-Est","Quebec","2493","2018",52830
"Lambton, Ontario","Lambton","Ontario","3538","2018",131275
"Lanark, Ontario","Lanark","Ontario","3509","2018",71927
"Laval, Quebec","Laval","Quebec","2465","2018",435099
"Le Domaine-du-Roy, Quebec","Le Domaine-du-Roy","Quebec","2491","2018",31135
"Le Granit, Quebec","Le Granit","Quebec","2430","2018",21445
"Le Haut-Richelieu, Quebec","Le Haut-Richelieu","Quebec","2456","2018",119649
"Le Haut-Saint-François, Quebec","Le Haut-Saint-François","Quebec","2441","2018",22592
"Le Haut-Saint-Laurent, Quebec","Le Haut-Saint-Laurent","Quebec","2469","2018",24092
"Le Rocher-Perce, Quebec","Le Rocher-Perce","Quebec","2402","2018",17175
"Le Saguenay-et-son-Fjord, Quebec","Le Saguenay-et-son-Fjord","Quebec","2494","2018",168776
"Le Val-Saint-François, Quebec","Le Val-Saint-François","Quebec","2442","2018",31072
"Leeds and Grenville, Ontario","Leeds and Grenville","Ontario","3507","2018",104028
"Lennox and Addington, Ontario","Lennox and Addington","Ontario","3511","2018",44408
"Les Appalaches, Quebec","Les Appalaches","Quebec","2431","2018",42541
"Les Basques, Quebec","Les Basques","Quebec","2411","2018",8647
"Les Collines-de-l'Outaouais, Quebec","Les Collines-de-l'Outaouais","Quebec","2482","2018",50589
"Les Etchemins, Quebec","Les Etchemins","Quebec","2428","2018",16465
"Les Iles-de-la-Madeleine, Quebec","Les Iles-de-la-Madeleine","Quebec","2401","2018",12555
"Les Jardins-de-Napierville, Quebec","Les Jardins-de-Napierville","Quebec","2468","2018",30127
"Les Laurentides, Quebec","Les Laurentides","Quebec","2478","2018",47226
"Les Maskoutains, Quebec","Les Maskoutains","Quebec","2454","2018",88348
"Les Moulins, Quebec","Les Moulins","Quebec","2464","2018",164210
"Les Pays-d'en-Haut, Quebec","Les Pays-d'en-Haut","Quebec","2477","2018",43344
"Les Sources, Quebec","Les Sources","Quebec","2440","2018",14311
"Levis, Quebec","Levis","Quebec","2425","2018",146374
"Longueuil, Quebec","Longueuil","Quebec","2458","2018",426548
"Lotbiniere, Quebec","Lotbiniere","Quebec","2433","2018",32941
"Lunenburg, Nova Scotia","Lunenburg","Nova Scotia","1206","2018",48103
"Madawaska, New Brunswick","Madawaska","New Brunswick","1313","2018",33234
"Manicouagan, Quebec","Manicouagan","Quebec","2496","2018",30503
"Manitoulin, Ontario","Manitoulin","Ontario","3551","2018",13663
"Marguerite-D'Youville, Quebec","Marguerite-D'Youville","Quebec","2459","2018",79050
"Maria-Chapdelaine, Quebec","Maria-Chapdelaine","Quebec","2492","2018",24647
"Maskinonge, Quebec","Maskinonge","Quebec","2451","2018",36667
"Matane, Quebec","Matane","Quebec","2408","2018",21051
"Matawinie, Quebec","Matawinie","Quebec","2462","2018",51574
"Mekinac, Quebec","Mekinac","Quebec","2435","2018",12365
"Memphremagog, Quebec","Memphremagog","Quebec","2445","2018",51624
"Middlesex, Ontario","Middlesex","Ontario","3539","2018",493699
"Minganie-Le Golfe-du-Saint-Laurent, Quebec","Minganie-Le Golfe-du-Saint-Laurent","Quebec","2498","2018",11149
"Mirabel, Quebec","Mirabel","Quebec","2474","2018",55228
"Montcalm, Quebec","Montcalm","Quebec","2463","2018",55062
"Montmagny, Quebec","Montmagny","Quebec","2418","2018",22640
"Montreal, Quebec","Montreal","Quebec","2466","2018",2028244
"Mount Waddington, British Columbia","Mount Waddington","British Columbia","5943","2018",11611
"Muskoka, Ontario","Muskoka","Ontario","3544","2018",64928
"Nanaimo, British Columbia","Nanaimo","British Columbia","5921","2018",167356
"Niagara, Ontario","Niagara","Ontario","3526","2018",472108
"Nicolet-Yamaska, Quebec","Nicolet-Yamaska","Quebec","2450","2018",23687
"Nipissing, Ontario","Nipissing","Ontario","3548","2018",86601
"Nord-du-Quebec, Quebec","Nord-du-Quebec","Quebec","2499","2018",45557
"North Okanagan, British Columbia","North Okanagan","British Columbia","5937","2018",89813
"Northern Rockies, British Columbia","Northern Rockies","British Columbia","5959","2018",5156
"Northumberland, New Brunswick","Northumberland","New Brunswick","1309","2018",45456
"Northumberland, Ontario","Northumberland","Ontario","3514","2018",89514
"Okanagan-Similkameen, British Columbia","Okanagan-Similkameen","British Columbia","5907","2018",88443
"Ottawa, Ontario","Ottawa","Ontario","3506","2018",1004802
"Oxford, Ontario","Oxford","Ontario","3532","2018",118374
"Papineau, Quebec","Papineau","Quebec","2480","2018",23069
"Parry Sound, Ontario","Parry Sound","Ontario","3549","2018",44586
"Peace River, British Columbia","Peace River","British Columbia","5955","2018",66747
"Peel, Ontario","Peel","Ontario","3521","2018",1496106
"Perth, Ontario","Perth","Ontario","3531","2018",81062
"Peterborough, Ontario","Peterborough","Ontario","3515","2018",146725
"Pictou, Nova Scotia","Pictou","Nova Scotia","1212","2018",44123
"Pierre-De Saurel, Quebec","Pierre-De Saurel","Quebec","2453","2018",51115
"Pontiac, Quebec","Pontiac","Quebec","2484","2018",14187
"Portneuf, Quebec","Portneuf","Quebec","2434","2018",54105
"Powell River, British Columbia","Powell River","British Columbia","5927","2018",21006
"Prescott and Russell, Ontario","Prescott and Russell","Ontario","3502","2018",93616
"Prince Edward, Ontario","Prince Edward","Ontario","3513","2018",25399
"Prince, Prince Edward Island","Prince","Prince Edward Island","1103","2018",45622
"Quebec, Quebec","Quebec","Quebec","2423","2018",579984
"Queens, New Brunswick","Queens","New Brunswick","1304","2018",10446
"Queens, Nova Scotia","Queens","Nova Scotia","1204","2018",10339
"Queens, Prince Edward Island","Queens","Prince Edward Island","1102","2018",89868
"Rainy River, Ontario","Rainy River","Ontario","3559","2018",20670
"Region 1, Northwest Territories","Region 1","Northwest Territories","6101","2018",6736
"Region 2, Northwest Territories","Region 2","Northwest Territories","6102","2018",2518
"Region 3, Northwest Territories","Region 3","Northwest Territories","6103","2018",2901
"Region 4, Northwest Territories","Region 4","Northwest Territories","6104","2018",3345
"Region 5, Northwest Territories","Region 5","Northwest Territories","6105","2018",7230
"Region 6, Northwest Territories","Region 6","Northwest Territories","6106","2018",22251
"Renfrew, Ontario","Renfrew","Ontario","3547","2018",106180
"Restigouche, New Brunswick","Restigouche","New Brunswick","1314","2018",31076
"Richmond, Nova Scotia","Richmond","Nova Scotia","1216","2018",9127
"Rimouski-Neigette, Quebec","Rimouski-Neigette","Quebec","2410","2018",57078
"Riviere-du-Loup, Quebec","Riviere-du-Loup","Quebec","2412","2018",34564
"Robert-Cliche, Quebec","Robert-Cliche","Quebec","2427","2018",19221
"Roussillon, Quebec","Roussillon","Quebec","2467","2018",188914
"Rouville, Quebec","Rouville","Quebec","2455","2018",37248
"Rouyn-Noranda, Quebec","Rouyn-Noranda","Quebec","2486","2018",42965
"Saint John, New Brunswick","Saint John","New Brunswick","1301","2018",76888
"Sept-Rivieres-Caniapiscau, Quebec","Sept-Rivieres-Caniapiscau","Quebec","2497","2018",38908
"Shawinigan, Quebec","Shawinigan","Quebec","2436","2018",49360
"Shelburne, Nova Scotia","Shelburne","Nova Scotia","1201","2018",14032
"Sherbrooke, Quebec","Sherbrooke","Quebec","2443","2018",166217
"Simcoe, Ontario","Simcoe","Ontario","3543","2018",517212
"Skeena-Queen Charlotte, British Columbia","Skeena-Queen Charlotte","British Columbia","5947","2018",19218
"Squamish-Lillooet, British Columbia","Squamish-Lillooet","British Columbia","5931","2018",47227
"Stikine, British Columbia","Stikine","British Columbia","5957","2018",736
"Stormont, Dundas and Glengarry, Ontario","Stormont","Ontario","3501","2018",117452
"Strathcona, British Columbia","Strathcona","British Columbia","5924","2018",48164
"Sudbury, Ontario","Sudbury","Ontario","3552","2018",22078
"Sunbury, New Brunswick","Sunbury","New Brunswick","1303","2018",28808
"Sunshine Coast, British Columbia","Sunshine Coast","British Columbia","5929","2018",31551
"Temiscamingue, Quebec","Temiscamingue","Quebec","2485","2018",15838
"Temiscouata, Quebec","Temiscouata","Quebec","2413","2018",19300
"Therese-De Blainville, Quebec","Therese-De Blainville","Quebec","2473","2018",160856
"Thompson-Nicola, British Columbia","Thompson-Nicola","British Columbia","5933","2018",144220
"Thunder Bay, Ontario","Thunder Bay","Ontario","3558","2018",150967
"Timiskaming, Ontario","Timiskaming","Ontario","3554","2018",33003
"Toronto, Ontario","Toronto","Ontario","3520","2018",2917916
"Vaudreuil-Soulanges, Quebec","Vaudreuil-Soulanges","Quebec","2471","2018",155581
"Victoria, New Brunswick","Victoria","New Brunswick","1312","2018",18517
"Victoria, Nova Scotia","Victoria","Nova Scotia","1218","2018",7132
"Waterloo, Ontario","Waterloo","Ontario","3530","2018",579197
"Wellington, Ontario","Wellington","Ontario","3523","2018",237335
"Westmorland, New Brunswick","Westmorland","New Brunswick","1307","2018",157713
"Yarmouth, Nova Scotia","Yarmouth","Nova Scotia","1202","2018",24887
"York, New Brunswick","York","New Brunswick","1310","2018",105079
"York, Ontario","York","Ontario","3519","2018",1161386
"Yukon, Yukon","Yukon","Yukon","6001","2018",40613
"Abitibi-Ouest, Quebec","Abitibi-Ouest","Quebec","2487","2019",20579
"Abitibi, Quebec","Abitibi","Quebec","2488","2019",24722
"Acton, Quebec","Acton","Quebec","2448","2019",15721
"Alberni-Clayoquot, British Columbia","Alberni-Clayoquot","British Columbia","5923","2019",33466
"Albert, New Brunswick","Albert","New Brunswick","1306","2019",30086
"Algoma, Ontario","Algoma","Ontario","3557","2019",118098
"Annapolis, Nova Scotia","Annapolis","Nova Scotia","1205","2019",21493
"Antigonish, Nova Scotia","Antigonish","Nova Scotia","1214","2019",19899
"Antoine-Labelle, Quebec","Antoine-Labelle","Quebec","2479","2019",35519
"Argenteuil, Quebec","Argenteuil","Quebec","2476","2019",33207
"Arthabaska, Quebec","Arthabaska","Quebec","2439","2019",74123
"Avignon, Quebec","Avignon","Quebec","2406","2019",14674
"Baffin, Nunavut","Baffin","Nunavut","6204","2019",20404
"Beauce-Sartigan, Quebec","Beauce-Sartigan","Quebec","2429","2019",53695
"Beauharnois-Salaberry, Quebec","Beauharnois-Salaberry","Quebec","2470","2019",66955
"Becancour, Quebec","Becancour","Quebec","2438","2019",20800
"Bellechasse, Quebec","Bellechasse","Quebec","2419","2019",37645
"Bonaventure, Quebec","Bonaventure","Quebec","2405","2019",17578
"Brant, Ontario","Brant","Ontario","3529","2019",150256
"Brome-Missisquoi, Quebec","Brome-Missisquoi","Quebec","2446","2019",61605
"Bruce, Ontario","Bruce","Ontario","3541","2019",73170
"Bulkley-Nechako, British Columbia","Bulkley-Nechako","British Columbia","5951","2019",39582
"Cape Breton, Nova Scotia","Cape Breton","Nova Scotia","1217","2019",101019
"Capital, British Columbia","Capital","British Columbia","5917","2019",419852
"Cariboo, British Columbia","Cariboo","British Columbia","5941","2019",65352
"Carleton, New Brunswick","Carleton","New Brunswick","1311","2019",26770
"Central Coast, British Columbia","Central Coast","British Columbia","5945","2019",3556
"Central Kootenay, British Columbia","Central Kootenay","British Columbia","5903","2019",63449
"Central Okanagan, British Columbia","Central Okanagan","British Columbia","5935","2019",218454
"Charlevoix-Est, Quebec","Charlevoix-Est","Quebec","2415","2019",15296
"Charlevoix, Quebec","Charlevoix","Quebec","2416","2019",12962
"Charlotte, New Brunswick","Charlotte","New Brunswick","1302","2019",25982
"Chatham-Kent, Ontario","Chatham-Kent","Ontario","3536","2019",106033
"Coaticook, Quebec","Coaticook","Quebec","2444","2019",18714
"Cochrane, Ontario","Cochrane","Ontario","3556","2019",80670
"Colchester, Nova Scotia","Colchester","Nova Scotia","1210","2019",51715
"Columbia-Shuswap, British Columbia","Columbia-Shuswap","British Columbia","5939","2019",56080
"Comox Valley, British Columbia","Comox Valley","British Columbia","5926","2019",72686
"Cowichan Valley, British Columbia","Cowichan Valley","British Columbia","5919","2019",90202
"Cumberland, Nova Scotia","Cumberland","Nova Scotia","1211","2019",30181
"D'Autray, Quebec","D'Autray","Quebec","2452","2019",43445
"Deux-Montagnes, Quebec","Deux-Montagnes","Quebec","2472","2019",103546
"Digby, Nova Scotia","Digby","Nova Scotia","1203","2019",17433
"Division No. 1, Alberta","Division No. 1","Alberta","4801","2019",85384
"Division No. 1, Manitoba","Division No. 1","Manitoba","4601","2019",18691
"Division No. 1, Newfoundland and Labrador","Division No. 1","Newfoundland and Labrador","1001","2019",276714
"Division No. 1, Saskatchewan","Division No. 1","Saskatchewan","4701","2019",32204
"Division No. 10, Alberta","Division No. 10","Alberta","4810","2019",99378
"Division No. 10, Manitoba","Division No. 10","Manitoba","4610","2019",13393
"Division No. 10, Newfoundland and Labrador","Division No. 10","Newfoundland and Labrador","1010","2019",25012
"Division No. 10, Saskatchewan","Division No. 10","Saskatchewan","4710","2019",16495
"Division No. 11, Alberta","Division No. 11","Alberta","4811","2019",1486741
"Division No. 11, Manitoba","Division No. 11","Manitoba","4611","2019",767151
"Division No. 11, Newfoundland and Labrador","Division No. 11","Newfoundland and Labrador","1011","2019",2666
"Division No. 11, Saskatchewan","Division No. 11","Saskatchewan","4711","2019",338055
"Division No. 12, Alberta","Division No. 12","Alberta","4812","2019",71709
"Division No. 12, Manitoba","Division No. 12","Manitoba","4612","2019",24980
"Division No. 12, Saskatchewan","Division No. 12","Saskatchewan","4712","2019",24522
"Division No. 13, Alberta","Division No. 13","Alberta","4813","2019",70913
"Division No. 13, Manitoba","Division No. 13","Manitoba","4613","2019",51854
"Division No. 13, Saskatchewan","Division No. 13","Saskatchewan","4713","2019",23257
"Division No. 14, Alberta","Division No. 14","Alberta","4814","2019",29827
"Division No. 14, Manitoba","Division No. 14","Manitoba","4614","2019",19600
"Division No. 14, Saskatchewan","Division No. 14","Saskatchewan","4714","2019",36422
"Division No. 15, Alberta","Division No. 15","Alberta","4815","2019",40472
"Division No. 15, Manitoba","Division No. 15","Manitoba","4615","2019",21718
"Division No. 15, Saskatchewan","Division No. 15","Saskatchewan","4715","2019",89808
"Division No. 16, Alberta","Division No. 16","Alberta","4816","2019",75931
"Division No. 16, Manitoba","Division No. 16","Manitoba","4616","2019",10002
"Division No. 16, Saskatchewan","Division No. 16","Saskatchewan","4716","2019",38431
"Division No. 17, Alberta","Division No. 17","Alberta","4817","2019",63343
